face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
detected_faces\369_face0.jpg,East Asian,Asian,Female,20-29,"[3.4111043e-04 3.0543447e-06 7.7083055e-04 9.6954256e-01 2.9162232e-02
 1.3234991e-05 1.6688877e-04]",[1.8658284e-03 9.3524352e-05 9.9792093e-01 1.1969819e-04],[0.00928395 0.99071604],"[1.2139443e-06 2.7462369e-04 4.6730738e-02 6.3616210e-01 2.6442629e-01
 4.9353119e-02 2.6835366e-03 3.5861734e-04 9.7485654e-06]"
detected_faces\36_face0.jpg,White,White,Female,40-49,"[0.5112559  0.00163123 0.01159879 0.00060404 0.00417224 0.00756406
 0.46317372]",[0.7645568  0.01272706 0.11625732 0.10645876],[0.23708117 0.76291883],"[1.2735669e-06 6.7765786e-06 5.6072121e-04 4.5566320e-02 1.4787371e-01
 3.3464369e-01 2.9644033e-01 1.2882154e-01 4.6085648e-02]"
detected_faces\370_face0.jpg,Black,Black,Male,30-39,"[1.1011495e-04 9.9575293e-01 8.7028695e-04 2.6114418e-05 5.8691361e-04
 2.6122069e-03 4.1534477e-05]",[0.00237107 0.9645201  0.02372532 0.0093836 ],[9.9994844e-01 5.1586514e-05],"[2.8801580e-07 5.9949698e-06 1.3336863e-03 3.3257866e-01 5.8194286e-01
 7.9110794e-02 4.7719474e-03 2.2497578e-04 3.0799085e-05]"
detected_faces\371_face0.jpg,Middle Eastern,White,Male,40-49,"[1.6532819e-01 3.8379649e-04 1.2990218e-01 5.5976943e-05 3.0421052e-04
 7.2612435e-02 6.3141322e-01]",[0.8844148  0.001757   0.00161363 0.11221455],[9.9935323e-01 6.4676913e-04],"[2.1156287e-05 3.6086763e-05 5.5892888e-04 5.8488278e-03 1.1733198e-01
 5.8865702e-01 2.7572364e-01 1.1395105e-02 4.2730154e-04]"
detected_faces\372_face0.jpg,Middle Eastern,White,Male,30-39,"[2.53059641e-02 1.72561176e-05 7.95731600e-03 4.15340655e-05
 1.12799884e-04 2.74528400e-03 9.63819802e-01]",[9.7644436e-01 6.5208056e-05 3.5509742e-03 1.9939510e-02],[9.9997705e-01 2.2970948e-05],"[2.0006847e-07 1.1739758e-05 2.8135348e-03 3.9099035e-01 5.8198857e-01
 2.4099777e-02 9.4518007e-05 1.3035444e-06 3.5396077e-08]"
detected_faces\373_face0.jpg,East Asian,Asian,Male,30-39,"[2.2012742e-02 2.4733812e-04 2.1169409e-02 8.3356506e-01 1.1383789e-01
 5.8845147e-03 3.2831372e-03]",[0.00871414 0.00568787 0.8248516  0.16074638],[9.998342e-01 1.657964e-04],"[8.25061761e-06 4.05051578e-05 1.85077055e-03 1.07378125e-01
 5.57338238e-01 3.12388390e-01 1.91511754e-02 1.81378599e-03
 3.06897782e-05]"
detected_faces\374_face0.jpg,Southeast Asian,Asian,Female,20-29,"[7.3775605e-06 3.1111533e-05 1.3587183e-04 4.1164670e-04 9.9647206e-01
 1.5786580e-03 1.3632377e-03]",[1.4880572e-04 1.2664926e-04 9.8737073e-01 1.2353804e-02],[4.2728102e-04 9.9957275e-01],"[6.0191425e-08 9.4698567e-05 8.8343501e-02 6.8398935e-01 2.1709688e-01
 1.0389100e-02 8.2442129e-05 3.7211248e-06 2.0470598e-07]"
detected_faces\375_face0.jpg,Indian,Indian,Male,40-49,"[5.0378088e-03 4.5854035e-03 6.3363031e-02 5.7975802e-05 1.0786923e-03
 6.1140651e-01 3.1447059e-01]",[0.00101354 0.01495969 0.00756412 0.9764626 ],[9.997215e-01 2.785153e-04],"[1.10850260e-05 3.11937292e-05 3.33205709e-04 6.99142739e-03
 1.98496148e-01 6.70018792e-01 1.22270145e-01 1.79974560e-03
 4.82594915e-05]"
detected_faces\376_face0.jpg,Southeast Asian,Asian,Male,10-19,"[1.7729189e-03 5.1727671e-02 2.2493694e-02 3.0910628e-02 8.8167310e-01
 1.0653191e-02 7.6883897e-04]",[0.00338885 0.06091219 0.93472785 0.0009711 ],[0.74077314 0.2592268 ],"[1.0219893e-04 1.7702056e-02 4.1803762e-01 3.8049757e-01 1.4656593e-01
 3.2134883e-02 4.0275571e-03 7.1303232e-04 2.1912414e-04]"
detected_faces\377_face0.jpg,Latino_Hispanic,Indian,Female,50-59,"[0.03812864 0.03073708 0.7020183  0.00166584 0.00830255 0.08000301
 0.13914458]",[0.15550855 0.33055353 0.01341527 0.50052273],[0.00957479 0.9904252 ],"[1.8797764e-05 1.9102993e-04 1.5215931e-03 3.4542950e-03 6.7344733e-02
 3.9105135e-01 4.3828940e-01 9.3449920e-02 4.6788938e-03]"
detected_faces\378_face0.jpg,Southeast Asian,Asian,Female,30-39,"[5.0247618e-05 3.3829503e-03 2.7733333e-03 1.4656524e-01 8.4644490e-01
 7.7402208e-04 9.3021408e-06]",[5.5673358e-05 5.9629939e-03 9.9172413e-01 2.2571771e-03],[0.28992316 0.71007687],"[9.2954397e-06 1.3372597e-03 6.3838109e-02 3.1577802e-01 4.2499033e-01
 1.7115289e-01 2.1471210e-02 1.3471082e-03 7.5705560e-05]"
detected_faces\379_face0.jpg,Latino_Hispanic,Black,Male,40-49,"[0.02099244 0.27481225 0.6483674  0.00117473 0.00431663 0.04002184
 0.0103148 ]",[0.02778897 0.79356    0.01457869 0.16407228],[9.9998885e-01 1.1171054e-05],"[2.8708189e-05 1.9048459e-05 3.6902906e-04 2.8606649e-03 6.4445294e-02
 4.9025607e-01 4.2380485e-01 1.8055893e-02 1.6049670e-04]"
detected_faces\37_face0.jpg,Middle Eastern,Asian,Female,30-39,"[0.06538478 0.03358763 0.1112671  0.03600269 0.16697913 0.07589354
 0.51088506]",[0.02525958 0.00460381 0.9558452  0.01429143],[0.23805204 0.76194793],"[1.0580587e-05 5.2572408e-04 2.0519605e-02 3.1263611e-01 4.4871914e-01
 1.9452816e-01 2.0335531e-02 2.4157960e-03 3.0940241e-04]"
detected_faces\380_face0.jpg,White,White,Female,30-39,"[9.7728866e-01 1.8701547e-05 1.2505346e-02 2.7056276e-03 9.9117658e-04
 1.9189365e-04 6.2986678e-03]",[9.9350458e-01 5.1246252e-04 1.8056134e-03 4.1774279e-03],[5.2471303e-05 9.9994755e-01],"[8.0186688e-08 1.0867343e-05 3.7742464e-03 3.3217159e-01 5.2496564e-01
 1.3039064e-01 8.4466599e-03 2.3558347e-04 4.7510352e-06]"
detected_faces\381_face0.jpg,White,White,Female,20-29,"[7.4350619e-01 1.9223392e-06 2.4663399e-03 1.6982298e-04 1.5746502e-04
 8.5308094e-04 2.5284514e-01]",[9.9858594e-01 2.9442103e-06 1.1397277e-03 2.7140160e-04],[0.05202417 0.9479758 ],"[2.2508245e-06 2.2316545e-04 4.2225908e-02 7.2915262e-01 2.1076040e-01
 1.7013595e-02 5.7386834e-04 4.4678996e-05 3.4993793e-06]"
detected_faces\382_face0.jpg,East Asian,Asian,Female,30-39,"[5.7846117e-03 6.1853658e-05 5.8487174e-04 9.8178309e-01 1.0825534e-02
 2.9419130e-05 9.3067798e-04]",[9.7107915e-03 6.4750973e-05 9.9015236e-01 7.2032031e-05],[0.04055697 0.959443  ],"[2.3896711e-05 4.7404869e-04 1.2144890e-02 2.4190252e-01 3.9644298e-01
 2.6072225e-01 7.7608123e-02 1.0356971e-02 3.2435061e-04]"
detected_faces\383_face0.jpg,Southeast Asian,Asian,Female,30-39,"[4.4828423e-04 1.8958484e-03 1.7486135e-02 2.0764165e-01 7.7114916e-01
 3.4320209e-04 1.0356532e-03]",[5.1458209e-04 1.0101283e-03 9.9767607e-01 7.9921423e-04],[0.26185983 0.73814017],"[2.4308470e-06 2.7938440e-05 5.6404358e-04 8.3266363e-02 4.8605657e-01
 3.7557277e-01 5.2030977e-02 2.4236089e-03 5.5272132e-05]"
detected_faces\384_face0.jpg,Black,Black,Female,20-29,"[1.3383494e-06 9.9990529e-01 4.0419913e-05 1.0067700e-06 3.9178894e-06
 4.6659417e-05 1.3640367e-06]",[3.7550149e-06 9.9984562e-01 2.6471887e-05 1.2425837e-04],[0.30689847 0.69310147],"[2.9866660e-05 1.1415725e-02 2.9760548e-01 5.3743565e-01 1.3724968e-01
 1.5615206e-02 6.1185291e-04 3.2342363e-05 4.2125366e-06]"
detected_faces\385_face0.jpg,White,White,Male,40-49,"[8.1125873e-01 2.5893651e-06 8.5000228e-04 1.0825294e-05 1.5131372e-05
 6.4697066e-05 1.8779799e-01]",[9.9900573e-01 3.1726890e-06 9.1500720e-04 7.6007105e-05],[9.9991757e-01 8.2419698e-05],"[1.6047533e-06 1.3914031e-06 1.0440625e-04 9.7958278e-03 2.8612229e-01
 6.4226198e-01 6.0248516e-02 1.4218482e-03 4.2068517e-05]"
detected_faces\386_face0.jpg,East Asian,Asian,Male,20-29,"[2.3590522e-03 2.5556891e-04 4.8282608e-02 4.8430145e-01 4.5514733e-01
 2.0385582e-03 7.6154633e-03]",[1.4117092e-03 1.8340249e-04 9.9641407e-01 1.9907933e-03],[9.994607e-01 5.393024e-04],"[1.2373503e-06 8.4562873e-04 1.2458978e-01 7.8191024e-01 8.9895435e-02
 2.7041379e-03 4.8419857e-05 4.8959996e-06 1.6390045e-07]"
detected_faces\387_face0.jpg,Middle Eastern,White,Male,30-39,"[2.1357352e-02 1.5426893e-04 2.5342975e-03 2.3254445e-06 1.5561014e-05
 1.2202968e-03 9.7471589e-01]",[9.6137297e-01 2.7420893e-03 6.6527631e-04 3.5219651e-02],[9.9995953e-01 4.0517665e-05],"[1.6307545e-06 1.1189338e-05 3.7286413e-04 1.2734886e-01 6.6068983e-01
 2.0646518e-01 4.9515464e-03 1.5193158e-04 6.9962875e-06]"
detected_faces\388_face0.jpg,Black,Black,Female,20-29,"[6.2221581e-08 9.9998248e-01 1.0769436e-06 8.4491070e-08 1.4104482e-06
 1.4838235e-05 3.4896537e-08]",[6.0278501e-07 9.9994838e-01 2.9590430e-05 2.1460257e-05],[0.02567666 0.9743234 ],"[2.7418264e-06 7.7271918e-03 1.9986041e-01 6.4776474e-01 1.4011092e-01
 4.4394443e-03 9.2128117e-05 2.2084121e-06 2.4661449e-07]"
detected_faces\389_face0.jpg,East Asian,Asian,Female,50-59,"[3.0159192e-02 9.8074775e-04 7.7972822e-02 7.5393158e-01 7.7210352e-02
 4.1043170e-04 5.9334937e-02]",[3.1901100e-03 1.6072184e-04 9.9185616e-01 4.7929967e-03],[0.07424639 0.92575365],"[3.0024821e-04 1.2429914e-03 3.9015741e-03 3.5149608e-02 1.3086855e-01
 3.6163571e-01 3.6421949e-01 1.0050501e-01 2.1768347e-03]"
detected_faces\38_face0.jpg,Latino_Hispanic,Asian,Female,30-39,"[0.06961377 0.02606638 0.39920077 0.13478704 0.22318633 0.05831912
 0.08882657]",[0.24658073 0.20142102 0.51319844 0.03879983],[0.28086647 0.71913344],"[1.93259275e-05 5.13963168e-04 2.12192740e-02 1.04543984e-01
 4.26378995e-01 3.84919733e-01 5.91752827e-02 3.12381284e-03
 1.05495012e-04]"
detected_faces\390_face0.jpg,East Asian,Asian,Male,20-29,"[0.00100569 0.00387235 0.00721804 0.71740717 0.24207507 0.02710745
 0.00131421]",[8.2926016e-04 2.1830579e-04 9.9004430e-01 8.9081796e-03],[0.98963904 0.01036094],"[9.7406191e-06 4.1532613e-04 6.0078282e-02 4.8641175e-01 3.6174375e-01
 7.6405339e-02 1.2167491e-02 2.6467827e-03 1.2154316e-04]"
detected_faces\391_face0.jpg,East Asian,Asian,Female,3-9,"[5.3881083e-02 1.2361226e-05 1.3362711e-02 8.8907617e-01 3.7387270e-02
 6.3061767e-04 5.6497375e-03]",[4.3976858e-02 1.6135822e-05 9.5576704e-01 2.4002368e-04],[0.00134191 0.99865806],"[3.3164737e-03 6.7012471e-01 2.2992457e-01 7.1293555e-02 1.7439999e-02
 6.4531919e-03 1.2028950e-03 1.9503846e-04 4.9509232e-05]"
detected_faces\392_face0.jpg,Black,Black,Male,10-19,"[2.0885189e-05 9.9917424e-01 5.1609759e-04 6.4683777e-06 8.2188650e-05
 1.9116973e-04 8.9509404e-06]",[2.1033969e-05 9.9487579e-01 2.2106355e-03 2.8925589e-03],[0.83132905 0.16867092],"[8.3321456e-06 2.7819047e-02 8.3596426e-01 1.3172425e-01 4.3472834e-03
 1.3465220e-04 2.0880295e-06 7.1608582e-08 1.0703089e-08]"
detected_faces\393_face0.jpg,Indian,Indian,Female,10-19,"[1.9251122e-04 6.3426050e-05 1.5090752e-02 2.5383200e-05 7.2006724e-04
 9.7672033e-01 7.1875062e-03]",[4.4545115e-05 9.2892646e-05 3.1260980e-04 9.9954998e-01],[0.00389263 0.9961074 ],"[6.2777176e-06 7.0505053e-02 8.9369053e-01 3.1991076e-02 3.6017140e-03
 2.0198585e-04 2.7818069e-06 5.5824796e-07 2.8975043e-08]"
detected_faces\394_face0.jpg,Southeast Asian,Indian,Female,3-9,"[0.00234948 0.04519032 0.3542779  0.01527862 0.432052   0.1498922
 0.00095945]",[0.00717613 0.03599566 0.39392003 0.5629082 ],[0.02630869 0.97369134],"[1.3534339e-02 9.5838976e-01 2.7407922e-02 5.1037531e-04 1.3798203e-04
 1.7233357e-05 1.7175003e-06 5.7108770e-07 1.1851661e-07]"
detected_faces\396_face0.jpg,White,White,Female,20-29,"[0.8042639  0.00364372 0.08816369 0.00865739 0.00508235 0.01039396
 0.07979507]",[0.92013603 0.04114051 0.00899497 0.02972848],[4.5392883e-04 9.9954611e-01],"[1.8835108e-06 4.5238249e-04 2.8823914e-02 7.0143086e-01 2.5697199e-01
 1.1926385e-02 3.7965772e-04 1.2493437e-05 3.5727368e-07]"
detected_faces\397_face0.jpg,Middle Eastern,Asian,Male,0-2,"[0.14550968 0.01723274 0.19856942 0.01432552 0.02240115 0.02117254
 0.580789  ]",[0.20230612 0.01408517 0.7706696  0.01293911],[0.8917937  0.10820627],"[7.9872948e-01 1.9701713e-01 2.1616251e-03 1.0523951e-03 6.5406796e-04
 3.0636720e-04 5.4425673e-05 1.7302767e-05 7.1326017e-06]"
detected_faces\398_face0.jpg,East Asian,Asian,Male,50-59,"[0.13662949 0.01300081 0.24631958 0.33968982 0.12100616 0.01600089
 0.12735319]",[0.02344811 0.04043091 0.9088526  0.02726838],[9.9996758e-01 3.2388194e-05],"[1.0194808e-05 1.3446691e-05 1.0591005e-04 1.1626697e-03 3.3101108e-02
 4.0478459e-01 4.9451625e-01 6.4896479e-02 1.4094223e-03]"
detected_faces\399_face0.jpg,Middle Eastern,White,Female,20-29,"[3.6386274e-02 1.9611070e-04 3.5096332e-02 6.2508450e-04 1.1873838e-03
 4.9507725e-03 9.2155802e-01]",[0.9483438  0.00136478 0.00642776 0.04386359],[0.03506333 0.96493673],"[5.2210521e-06 4.9957521e-03 3.5057744e-01 5.6543344e-01 7.6054528e-02
 2.8896742e-03 3.9459439e-05 4.1714516e-06 3.0899432e-07]"
detected_faces\39_face0.jpg,Middle Eastern,White,Male,40-49,"[5.1207770e-02 1.3462043e-05 2.9369653e-03 2.4513222e-06 1.0552220e-05
 2.7966131e-03 9.4303215e-01]",[9.7211987e-01 1.7833336e-04 9.3608032e-06 2.7692432e-02],[9.9996102e-01 3.8991362e-05],"[1.4062076e-06 6.7174765e-06 1.2520090e-04 4.4043944e-03 1.7812292e-01
 7.5494742e-01 6.1369535e-02 9.7864657e-04 4.3759359e-05]"
detected_faces\3_face0.jpg,Black,Black,Male,3-9,"[2.3277624e-05 9.9789310e-01 2.7188254e-04 6.3496263e-05 1.3482893e-03
 3.9290616e-04 7.0799742e-06]",[1.9575530e-04 9.9505603e-01 3.9510094e-03 7.9717673e-04],[0.5363992  0.46360078],"[1.3889543e-03 8.9120710e-01 1.0344004e-01 3.6178993e-03 3.1493811e-04
 2.8863320e-05 1.8099518e-06 2.6235537e-07 1.5940256e-07]"
detected_faces\400_face0.jpg,Black,Black,Male,20-29,"[2.0460435e-05 9.9960935e-01 2.8880290e-04 3.8290013e-06 3.0540225e-05
 3.2713855e-05 1.4171769e-05]",[2.0463756e-05 9.9986917e-01 3.9056184e-05 7.1299080e-05],[0.9969988  0.00300123],"[2.9775199e-05 7.2400277e-03 1.8970762e-01 6.7717779e-01 1.1695725e-01
 8.5841846e-03 2.8718938e-04 1.3479609e-05 2.5588795e-06]"
detected_faces\401_face0.jpg,Indian,Indian,Male,40-49,"[5.5979850e-04 3.6919790e-03 1.0663243e-02 5.6796262e-06 2.5575995e-04
 9.7662973e-01 8.1937611e-03]",[9.4321120e-04 8.2794055e-03 2.7650080e-04 9.9050093e-01],[9.9900687e-01 9.9317566e-04],"[1.9309396e-06 1.1179871e-05 6.1216549e-04 1.1850961e-02 2.4712676e-01
 5.6918496e-01 1.6677338e-01 4.3212208e-03 1.1734323e-04]"
detected_faces\402_face0.jpg,East Asian,Asian,Male,30-39,"[0.09532581 0.00113814 0.13606651 0.3963359  0.18523645 0.00175258
 0.18414457]",[0.05078683 0.0012338  0.9413692  0.00661022],[9.9996734e-01 3.2626631e-05],"[2.0641409e-07 1.1591681e-06 1.1310305e-03 2.3131946e-01 6.0711408e-01
 1.5406099e-01 6.1669070e-03 2.0267231e-04 3.5075120e-06]"
detected_faces\403_face0.jpg,Indian,Indian,Male,30-39,"[7.2958991e-03 3.0530507e-03 8.5728392e-02 4.0469161e-04 2.5899936e-03
 8.0992484e-01 9.1003068e-02]",[0.01010029 0.03173199 0.00338256 0.95478517],[9.992670e-01 7.330675e-04],"[6.1649749e-05 1.2696134e-03 5.7074126e-02 4.0185231e-01 4.6311650e-01
 7.5183824e-02 1.3844556e-03 5.5806224e-05 1.6942486e-06]"
detected_faces\404_face0.jpg,Latino_Hispanic,Indian,Male,30-39,"[1.07144319e-01 4.95493738e-03 6.34740412e-01 4.12260531e-04
 5.96130267e-04 1.10435344e-01 1.41716629e-01]",[0.25689694 0.01669589 0.00154537 0.7248618 ],[0.99884164 0.00115836],"[5.0073118e-06 1.0783068e-04 6.6101099e-03 8.6750410e-02 5.9441704e-01
 2.9731768e-01 1.4616616e-02 1.7329481e-04 2.0871810e-06]"
detected_faces\405_face0.jpg,Latino_Hispanic,Indian,Female,20-29,"[0.09371438 0.00894142 0.5057002  0.10640862 0.10910751 0.07144904
 0.10467885]",[0.1473195  0.00239017 0.10960501 0.74068534],[0.0333538 0.9666462],"[2.1474187e-05 4.6277521e-03 1.5116495e-01 4.3426245e-01 3.1857914e-01
 7.9332158e-02 1.0737309e-02 1.2147486e-03 6.0032544e-05]"
detected_faces\406_face0.jpg,East Asian,Asian,Male,50-59,"[2.3356587e-01 3.6140194e-04 1.2827498e-02 6.2751198e-01 7.7951334e-02
 1.4053419e-03 4.6376526e-02]",[0.10685575 0.00098036 0.8900409  0.00212302],[0.9976003  0.00239971],"[1.7035500e-05 2.5416317e-05 3.0360057e-04 1.4027995e-03 1.1982938e-02
 1.2924823e-01 5.0431627e-01 3.3429575e-01 1.8407974e-02]"
detected_faces\407_face0.jpg,White,White,Female,20-29,"[0.6854267  0.0014109  0.2782877  0.00108779 0.00157381 0.0016674
 0.03054578]",[0.9846104  0.00573366 0.00537622 0.00427968],[8.4314299e-05 9.9991566e-01],"[7.2557910e-08 4.7424521e-05 2.9626651e-02 7.5270116e-01 2.1433167e-01
 3.2551438e-03 3.7282691e-05 5.6717664e-07 7.3450912e-09]"
detected_faces\408_face0.jpg,Black,Indian,Male,3-9,"[0.01707164 0.5562003  0.23716922 0.00081142 0.00911896 0.11890025
 0.06072822]",[0.06038496 0.3923889  0.12680988 0.42041627],[0.9585443  0.04145566],"[6.3047163e-02 9.3061513e-01 5.9457780e-03 2.2796994e-04 1.0517437e-04
 5.1325187e-05 5.8478804e-06 1.3302771e-06 3.3330593e-07]"
detected_faces\409_face0.jpg,White,White,Female,30-39,"[9.8475349e-01 1.3114589e-05 3.3786814e-04 7.9245932e-05 4.3811142e-05
 6.3646730e-06 1.4766141e-02]",[9.9885875e-01 3.7813003e-05 1.0438483e-03 5.9562666e-05],[0.00492447 0.99507546],"[1.0458925e-07 2.2473405e-06 7.7705691e-04 1.7180856e-01 6.1720085e-01
 1.9856232e-01 1.1282039e-02 3.5600370e-04 1.0812066e-05]"
detected_faces\40_face0.jpg,Middle Eastern,White,Female,20-29,"[5.2506234e-02 3.6901890e-03 2.0017995e-01 7.0240372e-04 5.0982586e-03
 3.0158043e-02 7.0766491e-01]",[0.7609292  0.07549286 0.04715404 0.11642388],[0.021208 0.978792],"[1.8413734e-06 1.6680718e-04 5.7319496e-02 4.2831889e-01 3.8218328e-01
 1.2260726e-01 8.5899243e-03 7.6298357e-04 4.9506165e-05]"
detected_faces\410_face0.jpg,Southeast Asian,Asian,Male,20-29,"[0.02844657 0.02046022 0.3026026  0.06390553 0.49187383 0.00848997
 0.08422138]",[0.06278105 0.26879126 0.6442762  0.02415152],[9.9997836e-01 2.1639609e-05],"[3.9661863e-08 4.1587109e-06 1.6732635e-02 8.4572339e-01 1.3409166e-01
 3.4013046e-03 4.5256478e-05 1.5911741e-06 5.2816738e-08]"
detected_faces\411_face0.jpg,Latino_Hispanic,Black,Female,20-29,"[0.02061317 0.40615886 0.5478199  0.00110507 0.00990753 0.01270512
 0.00169043]",[0.02582252 0.94064975 0.0057126  0.02781512],[1.15481445e-04 9.99884546e-01],"[1.0844443e-07 1.0572454e-04 8.5247867e-02 7.9163253e-01 1.2092894e-01
 2.0696705e-03 1.4943512e-05 1.6049211e-07 1.8332739e-09]"
detected_faces\412_face0.jpg,East Asian,Asian,Male,3-9,"[8.2404530e-03 4.3931580e-04 2.1098895e-02 4.7230437e-01 4.5957705e-01
 1.2930565e-02 2.5409324e-02]",[1.9631954e-03 2.0176092e-04 9.9559760e-01 2.2373984e-03],[0.86704946 0.13295053],"[1.1117962e-02 9.3334895e-01 5.2849963e-02 1.5690578e-03 6.4274448e-04
 3.3330664e-04 7.7050798e-05 4.5233191e-05 1.5727277e-05]"
detected_faces\413_face0.jpg,White,White,Female,30-39,"[0.5757151  0.00077733 0.11318646 0.00251297 0.00367802 0.03529081
 0.2688393 ]",[9.5870042e-01 3.2240467e-04 7.8722881e-03 3.3104908e-02],[0.07360031 0.92639965],"[2.0287855e-06 8.0005979e-05 5.2138395e-03 1.9147143e-01 4.4235963e-01
 3.1978619e-01 3.9923523e-02 1.1104299e-03 5.2945739e-05]"
detected_faces\414_face0.jpg,Black,Black,Male,3-9,"[3.16784927e-03 9.80189443e-01 4.90780827e-03 2.26160064e-05
 1.11693276e-04 2.55491538e-03 9.04574245e-03]",[0.00934895 0.98560226 0.00128591 0.00376293],[0.8918312 0.1081688],"[2.7221903e-02 9.2707235e-01 4.2144287e-02 1.8037850e-03 1.1392707e-03
 4.8471650e-04 1.0921856e-04 1.9469626e-05 5.0740900e-06]"
detected_faces\415_face0.jpg,Middle Eastern,Indian,Male,40-49,"[0.09557877 0.00297073 0.15302674 0.00629735 0.02353578 0.04082061
 0.67777   ]",[0.07612435 0.24151574 0.20122115 0.48113877],[0.99234766 0.0076523 ],"[1.0507765e-05 4.0920128e-05 2.7932329e-03 5.3103540e-02 2.9514101e-01
 5.1018620e-01 1.2981197e-01 8.5801436e-03 3.3241019e-04]"
detected_faces\416_face0.jpg,Southeast Asian,Asian,Male,3-9,"[2.5104804e-04 1.1946976e-03 4.8964918e-03 3.8154912e-01 6.1086798e-01
 1.2251625e-03 1.5491523e-05]",[1.2949173e-04 3.0146239e-03 9.9537915e-01 1.4766754e-03],[0.92629635 0.0737037 ],"[1.1953797e-04 7.1800745e-01 2.7913773e-01 2.6048471e-03 1.2051344e-04
 9.2098044e-06 4.3975913e-07 1.9428387e-07 6.5976927e-08]"
detected_faces\417_face0.jpg,Middle Eastern,White,Male,3-9,"[1.8632321e-01 1.8303068e-05 5.0762184e-03 2.7859034e-05 1.9093917e-05
 6.5745943e-04 8.0787778e-01]",[9.9475324e-01 3.3106585e-04 1.1097027e-03 3.8060327e-03],[0.99894315 0.00105685],"[6.7709059e-02 9.2094171e-01 1.0872111e-02 1.5790583e-04 1.7875564e-04
 1.2419495e-04 1.4277055e-05 1.8336473e-06 1.7093909e-07]"
detected_faces\418_face0.jpg,Middle Eastern,White,Male,60-69,"[3.6418200e-02 1.4783214e-03 2.2847641e-02 2.9951718e-04 6.5328152e-04
 8.8177845e-03 9.2948526e-01]",[0.65682095 0.05685462 0.07766931 0.20865513],[9.9970496e-01 2.9501383e-04],"[5.1261624e-05 2.4185292e-05 1.7065616e-04 3.7043856e-04 3.2797498e-03
 4.1606613e-02 2.7647993e-01 5.4741526e-01 1.3060185e-01]"
detected_faces\419_face0.jpg,Middle Eastern,White,Male,30-39,"[0.31750005 0.00912571 0.22850385 0.00060055 0.00173227 0.03213213
 0.41040543]",[0.80969733 0.00848216 0.00195515 0.17986532],[9.9973446e-01 2.6558651e-04],"[9.5724499e-06 3.3963018e-04 2.2695303e-02 4.5512930e-01 4.6765155e-01
 5.3186942e-02 9.3146029e-04 5.4299362e-05 1.9889651e-06]"
detected_faces\41_face0.jpg,Middle Eastern,White,Male,20-29,"[3.64876747e-01 4.41117481e-05 3.09035629e-02 1.11313984e-01
 1.21327331e-02 1.53208664e-03 4.79196817e-01]",[9.5373315e-01 1.7451179e-05 4.5992233e-02 2.5724192e-04],[9.999199e-01 8.012338e-05],"[6.6263709e-07 2.9655450e-05 1.6633764e-02 8.0992478e-01 1.7050202e-01
 2.8735439e-03 3.2737600e-05 2.5991101e-06 1.3702355e-07]"
detected_faces\421_face0.jpg,East Asian,Asian,Male,3-9,"[2.6637923e-03 1.8572505e-03 1.9128295e-02 8.1405437e-01 1.6155805e-01
 3.1362943e-04 4.2453638e-04]",[3.5603091e-04 1.6919589e-04 9.9921626e-01 2.5853168e-04],[0.98615134 0.01384868],"[1.1665747e-04 5.6486022e-01 4.2703769e-01 7.4262214e-03 5.1379099e-04
 4.3634736e-05 1.3332910e-06 3.5621287e-07 7.0981478e-08]"
detected_faces\422_face0.jpg,East Asian,Asian,Male,10-19,"[3.8976321e-04 1.3215090e-05 4.4545525e-04 8.6222637e-01 1.3681136e-01
 9.0625079e-05 2.3263485e-05]",[9.1925717e-04 1.9497664e-05 9.9875373e-01 3.0752446e-04],[0.5010922  0.49890786],"[5.9494800e-05 1.5684962e-02 5.7764608e-01 3.7630561e-01 2.9040150e-02
 1.2257214e-03 3.3477012e-05 4.2777283e-06 2.1004836e-07]"
detected_faces\423_face0.jpg,Latino_Hispanic,Black,Male,20-29,"[2.9176628e-02 1.3753779e-01 7.9499179e-01 6.0144067e-04 1.0379186e-02
 4.5067463e-03 2.2806514e-02]",[0.0038418  0.96783644 0.02568279 0.00263892],[0.9568527  0.04314731],"[9.2567132e-07 4.8494036e-04 3.3486569e-01 6.0639948e-01 5.6644138e-02
 1.5758142e-03 2.6904478e-05 1.9463221e-06 1.0888860e-07]"
detected_faces\424_face0.jpg,Black,Black,Male,3-9,"[5.9349718e-06 9.9965531e-01 5.0534920e-05 2.1036125e-05 1.6295146e-04
 1.0291835e-04 1.4790140e-06]",[2.8228553e-06 9.9961722e-01 1.8756541e-04 1.9245427e-04],[0.6926914  0.30730858],"[2.5193240e-03 6.7154932e-01 2.9363996e-01 2.9882267e-02 2.1870132e-03
 2.0889951e-04 1.1582253e-05 1.2276423e-06 4.1923380e-07]"
detected_faces\425_face0.jpg,Indian,Indian,Male,20-29,"[1.1724439e-04 1.0994287e-02 3.5991962e-03 1.7026556e-05 3.9089317e-04
 9.8022568e-01 4.6557304e-03]",[2.2046636e-04 7.9607442e-03 2.3524323e-04 9.9158353e-01],[9.999925e-01 7.519978e-06],"[3.2931769e-07 2.8831746e-05 2.1348527e-02 5.5741680e-01 3.8411966e-01
 3.6218293e-02 8.3862571e-04 2.8287237e-05 6.2737627e-07]"
